"","Artist.ID","Band.ID","Band.name"
"14794",-5357,4984,"MD.45"
"14807",-5363,3540324813,"Stork"
"14808",-5363,4984,"MD.45"
"14812",-5366,954,"Chernobog"
"14813",-5366,21740,"Enbilulugugal"
"14850",-5384,3540294870,"Holy Grail"
"14851",-5384,105199,"Bonded by Blood"
"14877",-5399,3540436812,"Macrocosm"
"14878",-5399,105199,"Bonded by Blood"
"14879",-5399,122696,"Taking Over"
"14880",-5399,82522,"Witchaven"
"14908",-5416,3540436812,"Macrocosm"
"14909",-5416,105199,"Bonded by Blood"
"14935",-5426,102689,"Nihternnes"
"14936",-5426,127232,"The Phibbes Experiment"
"14937",-5426,81847,"Roadkill Sodomizer"
"14938",-5426,81848,"Xexyz"
"14939",-5426,3540369705,"Angelust"
"14940",-5426,5608,"Blood Cult"
"14941",-5426,23218,"Tjolgtjar"
"14942",-5426,21740,"Enbilulugugal"
"14943",-5426,24333,"Lord of Depression"
"14944",-5426,34395,"MMFHL"
"14945",-5426,52264,"Burning Blood"
"14946",-5426,65281,"Bloodwoods"
"14991",-5446,2531,"Solstice"
"14992",-5446,175,"Malevolent Creation"
"14993",-5446,186,"Cannibal Corpse"
"14994",-5446,1043,"HatePlow"
"14995",-5446,9665,"Eulogy"
"14996",-5446,3540357315,"Drakkara"
"15077",-5485,3540377657,"Implore"
"15078",-5485,3540435962,"Busted Guts"
"15079",-5485,3540429988,"Snipers of Babel"
"15080",-5485,3540370986,"The Art of Hate"
"15081",-5485,3540414422,"Worlds Divide"
"15082",-5485,3540407661,"Them"
"15083",-5485,3540404978,"Embrace the Dawn"
"15084",-5485,3540412963,"13 Dead"
"15085",-5485,3540356836,"Grot"
"15086",-5485,2417,"Misery Index"
"15087",-5485,916,"Decrepit Birth"
"15088",-5485,45,"Dying Fetus"
"15089",-5485,119,"Suffocation"
"15090",-5485,1067,"Six Feet Under"
"15091",-5485,24550,"Martyred"
"15092",-5485,15393,"Horror of Horrors"
"15093",-5485,18565,"Dååth"
"15094",-5485,9208,"Chimaira"
"15095",-5485,91845,"Castrofate"
"15096",-5485,3540260496,"Feared"
"15097",-5485,96579,"Consumned"
"15098",-5485,3540351467,"Sylencer"
"15099",-5485,3540317912,"WretchedPain"
"15100",-5485,3540275683,"Nothnegal"
"15371",-5612,51009,"Last Rite"
"15372",-5612,3540256093,"Brian Loyd Band"
"15373",-5612,960,"Nasty Savage"
"15374",-5612,1067,"Six Feet Under"
"15443",-5647,92314,"Argus"
"15444",-5647,3540342021,"Relique"
"15445",-5647,3540353849,"Lady Beast"
"15446",-5647,3540273108,"Oh Shit They're Going to Kill Us"
"15454",-5651,1898,"Abdullah"
"15455",-5651,5622,"Vrolok"
"15456",-5651,92314,"Argus"
"15526",-5681,125028,"Polaris"
"15527",-5681,718,"Solstice"
"15528",-5681,495,"Twisted Tower Dire"
"15529",-5681,2228,"While Heaven Wept"
"15530",-5681,8119,"Brave"
"15531",-5681,65851,"Arise from Thorns"
"15532",-5681,3540288199,"Parasitic Infestation"
"15572",-5691,122600,"Cavalera Conspiracy"
"15573",-5691,48367,"Marc Rizzo"
"15574",-5691,3540344931,"Soulfly"
"15673",-5730,21740,"Enbilulugugal"
"15674",-5730,5882,"Piranha"
"15704",-5743,3540357815,"Philip H. Anselmo & the Illegals"
"15705",-5743,3540417190,"Superjoint"
"15706",-5743,3540414196,"Scour"
"15707",-5743,97971,"Razor White"
"15708",-5743,507,"Superjoint Ritual"
"15709",-5743,406,"Necrophagia"
"15710",-5743,71,"Down"
"15711",-5743,77,"Pantera"
"15712",-5743,5205,"Viking Crown"
"15713",-5743,3559,"Southern Isolation"
"15714",-5743,2818,"Christ Inversion"
"15715",-5743,3540294499,"Arson Anthem"
"15725",-5748,77,"Pantera"
"15726",-5748,6916,"Damageplan"
"15729",-5750,6916,"Damageplan"
"15730",-5750,77,"Pantera"
"15731",-5750,90772,"Hellyeah"
"15735",-5753,71,"Down"
"15736",-5753,77,"Pantera"
"15737",-5753,235,"Crowbar"
"15738",-5753,3540343538,"Kill Devil Hill"
"15820",-5793,2302,"Von"
"15821",-5793,3540308581,"Venien"
"15834",-5801,112236,"After Illusion"
"15939",-5838,1447,"Trans-Siberian Orchestra"
"15940",-5838,172,"Symphony X"
"15941",-5838,2277,"Star One"
"15942",-5838,3540391368,"Level 10"
"15943",-5838,47043,"Allen - Lande"
"15944",-5838,38283,"Russell Allen's Atomic Soul"
"15945",-5838,3540331861,"Adrenaline Mob"
"15950",-5840,12636,"Johansson"
"15951",-5840,6479,"Michael Romeo"
"15952",-5840,172,"Symphony X"
"15953",-5840,1278,"Kotipelto"
"15954",-5841,172,"Symphony X"
"15955",-5841,114892,"Stygia"
"15965",-5846,8031,"Redemption"
"15966",-5846,172,"Symphony X"
"15979",-5855,1599,"Voodoocult"
"15980",-5855,983,"Faith No More"
"15981",-5855,19455,"Jim Martin"
"15982",-5855,3540307320,"Infectious Grooves"
"15987",-5857,49120,"Tortured"
"15988",-5857,42278,"Covenance"
"15989",-5857,10824,"Severed Head"
"15990",-5857,45,"Dying Fetus"
"16034",-5881,112236,"After Illusion"
"16043",-5884,45,"Dying Fetus"
"16044",-5884,420,"Aurora Borealis"
"16045",-5884,9578,"Witch-Hunt"
"16046",-5884,19958,"Mordichrist"
"16047",-5884,45805,"Warthrone"
"16048",-5884,49039,"Excrescent"
"16049",-5884,27090,"As the Sea Parts"
"16056",-5888,3540441147,"Dead Cross"
"16057",-5888,1702,"Melvins"
"16058",-5888,1381,"Mr. Bungle"
"16059",-5888,1383,"Fantômas"
"16060",-5888,983,"Faith No More"
"16066",-5892,3540274876,"HDK"
"16067",-5892,3540325894,"Kiske / Somerville"
"16068",-5892,3540336688,"Trillium"
"16069",-5892,15306,"Aina"
"16070",-5893,4079,"Jerry Cantrell"
"16071",-5893,983,"Faith No More"
"16072",-5893,195,"Ozzy Osbourne"
"16073",-5893,245,"Black Label Society"
"16083",-5898,983,"Faith No More"
"16087",-5901,983,"Faith No More"
"16088",-5901,1347,"Brujeria"
"16098",-5908,983,"Faith No More"
"16108",-5911,983,"Faith No More"
"16111",-5914,983,"Faith No More"
"16121",-5919,983,"Faith No More"
"16142",-5930,25042,"Asva"
"16143",-5930,56639,"Scourge"
"16144",-5930,1381,"Mr. Bungle"
"16145",-5930,983,"Faith No More"
"16146",-5930,19809,"Faxed Head"
"16159",-5939,169,"Anthrax"
"16160",-5939,7483,"Belladonna"
"16161",-5940,112236,"After Illusion"
"16162",-5941,169,"Anthrax"
"16163",-5941,33323,"Volbeat"
"16172",-5946,169,"Anthrax"
"16173",-5946,190,"S.O.D."
"16174",-5946,3540393672,"Motor Sister"
"16175",-5948,112236,"After Illusion"
"16180",-5951,112236,"After Illusion"
"16181",-5952,3540374132,"Altitudes & Attitude"
"16182",-5952,5636,"Helmet"
"16183",-5952,169,"Anthrax"
"16189",-5956,169,"Anthrax"
"16190",-5956,190,"S.O.D."
"16192",-5958,852,"ShadowKeep"
"16193",-5958,886,"New Eden"
"16194",-5958,476,"Seven Witches"
"16195",-5958,678,"Vicious Rumors"
"16196",-5958,706,"Malice"
"16197",-5958,49,"Destiny's End"
"16198",-5958,142,"Helstar"
"16199",-5958,20340,"Thrasher"
"16200",-5958,3757,"Chaotic Order"
"16201",-5958,4578,"Killing Machine"
"16202",-5958,19002,"Distant Thunder"
"16203",-5958,3540270513,"Daggers Edge"
"16204",-5958,112562,"Vigilante"
"16205",-5958,105709,"Bad Heaven"
"16206",-5958,26633,"Malakis Reign"
"16207",-5959,17351,"John Connelly Theory"
"16208",-5959,121,"Nuclear Assault"
"16209",-5959,169,"Anthrax"
"16210",-5959,8081,"C.I.A."
"16218",-5965,169,"Anthrax"
"16219",-5965,1221,"Heretic"
"16220",-5965,458,"Reverend"
"16221",-5965,3540295049,"Rug Rat"
"16234",-5969,8880,"Neil Turbin"
"16235",-5969,169,"Anthrax"
"16241",-5973,169,"Anthrax"
"16242",-5973,1657,"Skid Row"
"16256",-5976,56164,"Stone Soldier"
"16257",-5976,280,"Armored Saint"
"16258",-5976,169,"Anthrax"
"16266",-5979,169,"Anthrax"
"16287",-5987,20340,"Thrasher"
"16288",-5987,168,"Overkill"
"16289",-5987,169,"Anthrax"
"16291",-5989,7483,"Belladonna"
"16292",-5989,1049,"M.O.D."
"16293",-5989,4547,"Sebastian Bach"
"16297",-5992,18588,"World Bang"
"16298",-5992,169,"Anthrax"
"16305",-5997,169,"Anthrax"
"16334",-6008,621,"Flotsam and Jetsam"
"16335",-6008,1209,"Prong"
"16341",-6013,621,"Flotsam and Jetsam"
"16343",-6017,166,"Kamelot"
"16349",-6020,169,"Anthrax"
"16350",-6020,245,"Black Label Society"
"16351",-6020,6311,"Pride & Glory"
"16352",-6020,7130,"Cities"
"16353",-6020,14020,"Jack Starr's Burning Starr"
"16354",-6020,108008,"Blackthorne"
"16469",-6074,3540327400,"Screwrot"
"16470",-6074,3540315757,"Morbid Crucifixion"
"16471",-6074,3540342131,"To Decay"
"16472",-6074,3540351456,"Digested"
"16540",-6101,179,"Death Angel"
"16541",-6101,16650,"Swarm"
"16560",-6106,814,"The Organization"
"16561",-6106,179,"Death Angel"
"16562",-6106,16650,"Swarm"
"16569",-6112,179,"Death Angel"
"16570",-6112,1773,"Nullsake"
"16571",-6112,113886,"Scarecrow"
"16572",-6112,40158,"Potential Threat"
"16573",-6112,3540379005,"From Hell"
"16578",-6115,678,"Vicious Rumors"
"16579",-6115,47,"Hammers of Misfortune"
"16580",-6115,179,"Death Angel"
"16581",-6115,335,"Machine Head"
"16582",-6115,18888,"Old Grandad"
"16583",-6115,8303,"Warning S.F."
"16584",-6115,9079,"Ulysses Siren"
"16585",-6115,113886,"Scarecrow"
"16586",-6115,103920,"MindZone"
"16587",-6115,3540353988,"Warfare D.C."
"16588",-6115,3540350340,"Serpent Crown"
"16611",-6126,3540315675,"Necroxorcist"
"16612",-6126,3540310382,"Corpse Knife"
"16613",-6126,3540330061,"Perception of Hades"
"16614",-6126,3540330921,"Gorephagous"
"16615",-6126,3540320826,"Torso Ripper"
"16616",-6126,3540349596,"Ghoul Necropsy"
"16617",-6126,3540303432,"Crucifix Nailer"
"16618",-6126,3540341286,"Arctic Sorrow"
"16619",-6126,3540336340,"Postmortem Gore Orgy"
"16620",-6126,3540342369,"Morbid Forest"
"16621",-6126,3540342370,"Black Armament"
"16622",-6126,3540333643,"Schizogrinder"
"16623",-6126,3540291790,"Funeration"
"16624",-6126,3540287516,"Noxious Death"
"16625",-6126,3540290381,"Gates of Hell"
"16626",-6126,3540290382,"Morbid Tomb"
"16627",-6126,35303,"Chainsaw Dissection"
"16628",-6126,3540424593,"Occulticus"
"16629",-6126,3540424594,"Bob Macabre"
"16630",-6126,3540424595,"Vampenstein"
"16631",-6126,3540442225,"Priest Slasher"
"16632",-6126,3540363549,"Callous Humanity"
"16633",-6126,3540379813,"Blasphemous Overlord"
"16634",-6126,3540436348,"Viral Cessation"
"16635",-6126,3540266814,"Morbidness"
"16636",-6126,79680,"Nuclear Massacre"
"16637",-6126,79681,"Brutish Creation"
"16638",-6126,92627,"Primortal Aggression"
"16639",-6126,122927,"Skull Defiler"
"16640",-6126,105870,"Psychotic Homicidal Dismemberment"
"16641",-6126,104661,"Satanic Impalement"
"16642",-6126,100045,"Repulsive Carnivorism"
"16643",-6126,100051,"Clitpeeler"
"16644",-6126,95740,"Goat Bleeder"
"16645",-6126,95820,"Dog Mulch"
"16944",-6257,71266,"Killtheslavemaster"
"17015",-6304,16569,"Subterranean Masquerade"
"17016",-6304,288,"Novembers Doom"
"17017",-6304,868,"Em Sinfonia"
"17018",-6304,21816,"Laceration"
"17019",-6304,3540281234,"These Are They"
"17020",-6304,121562,"Earthen"
"17021",-6306,45084,"Veil of Maya"
"17022",-6306,73117,"Iscariot"
"17044",-6320,6374,"Insurrection"
"17045",-6320,45084,"Veil of Maya"
"17439",-6488,3540424234,"Crystal Fairy"
"17440",-6488,3540424235,"Red Alpha Royale"
"17441",-6488,1383,"Fantômas"
"17442",-6488,1702,"Melvins"
"17443",-6488,3540292809,"Shrinebuilder"
"17444",-6488,43258,"Porn"
"17513",-6522,991,"Krieg"
"17514",-6522,6267,"Ezurate"
"17515",-6522,4866,"Nachtmystium"
"17516",-6522,3540365112,"Hate Meditation"
"17517",-6522,89129,"Drug Honkey"
"17518",-6522,44905,"Twilight"
"17519",-6522,48063,"Helms Deep"
"17590",-6547,22566,"Infernaeon"
"17591",-6547,720,"Vital Remains"
"17607",-6554,2302,"Von"
"17608",-6554,8365,"Dyngyr"
"17609",-6554,4866,"Nachtmystium"
"17610",-6554,991,"Krieg"
"17611",-6554,3540348507,"Chrome Waves"
"17612",-6554,3540331566,"Bringers of Disease"
"17613",-6554,3540308628,"Wolvhammer"
"17614",-6554,73633,"Abigail Williams"
"17615",-6554,3540398090,"Negative Mantra"
"17616",-6554,3540396774,"Le Chant Funebre"
"17617",-6554,3540354496,"Doomsday"
"17691",-6588,4847,"Ceremony"
"17692",-6588,4157,"Chastain"
"17693",-6588,44,"Nevermore"
"17694",-6588,186,"Cannibal Corpse"
"17695",-6588,70360,"Deus Vult"
"17710",-6596,2891,"Sleep"
"17711",-6596,2931,"High on Fire"
"17712",-6596,64408,"Kalas"
"17713",-6596,97829,"Asbestos Death"
"17714",-6597,97829,"Asbestos Death"
"17715",-6597,3540292809,"Shrinebuilder"
"17716",-6597,2891,"Sleep"
"17717",-6597,33472,"Om"
"17742",-6606,70973,"Almah"
"17743",-6606,166,"Kamelot"
"17750",-6608,67446,"Shatter Messiah"
"17751",-6608,3540276371,"Sargon"
"17752",-6608,141,"Death"
"17753",-6608,893,"Monstrosity"
"17754",-6608,1040,"Pessimist"
"17755",-6608,7960,"Infinity Minus One"
"17756",-6608,98054,"Wynterborne"
"17757",-6608,125561,"Fires of Babylon"
"17758",-6608,3540430773,"Kill Procedure"
"17798",-6632,1001,"Vile"
"17845",-6652,26265,"Jon Oliva's Pain"
"17846",-6652,3540366287,"Oliva"
"17847",-6652,7875,"Avatar"
"17848",-6652,193,"Savatage"
"17849",-6652,1447,"Trans-Siberian Orchestra"
"17850",-6652,2412,"Doctor Butcher"
"17854",-6655,193,"Savatage"
"17855",-6655,1447,"Trans-Siberian Orchestra"
"17856",-6655,639,"Artension"
"17857",-6655,674,"Metalium"
"17858",-6655,16994,"Chris Caffery"
"17859",-6655,17064,"Rondinelli"
"17860",-6655,8414,"John West"
"17861",-6655,2412,"Doctor Butcher"
"17862",-6655,3540450760,"Spirits of Fire"
"17884",-6662,74290,"King Valley"
"17885",-6662,3540271827,"Wino"
"17972",-6710,5753,"Sleep Terror"
"17973",-6710,7014,"Mincery"
"17974",-6710,11846,"Suicide Culture"
"17975",-6710,1001,"Vile"
"17976",-6710,47991,"Misogyny"
"17977",-6710,3540329330,"World Under Blood"
"17996",-6719,3540420888,"Skin the Lamb"
"17997",-6719,66715,"Brain Drill"
"17998",-6719,28139,"Mucus Membrane"
"17999",-6719,8409,"Osmium"
"18000",-6719,1067,"Six Feet Under"
"18001",-6719,3540330759,"Cyanic"
"18002",-6719,3540322757,"Jeff Hughell"
"18003",-6719,3540279850,"Reciprocal"
"18004",-6719,3540308162,"Rings of Saturn"
"18009",-6723,1001,"Vile"
"18010",-6723,143,"Exhumed"
"18011",-6723,829,"Deeds of Flesh"
"18040",-6735,2891,"Sleep"
"18381",-6875,72402,"Stream"
"18382",-6875,99,"Black Sabbath"
"18383",-6875,331,"Avantasia"
"18461",-6914,3540280984,"Blight"
"18462",-6914,3540323826,"Ævangelist"
"18463",-6914,64125,"Benighted in Sodom"
"18464",-6914,41767,"Midwinter Storm"
"18465",-6914,9565,"Leviathan"
"18466",-6914,1122,"Bethlehem"
"18467",-6914,23631,"Chaos Moon"
"18468",-6914,3540428242,"Matron Thorn"
"18469",-6914,3540394439,"Andacht"
"18470",-6914,3540405170,"Death Fetishist"
"18471",-6914,3540406660,"Præternatura"
"18472",-6914,3540396249,"Crowhurst"
"18473",-6914,3540443407,"Kadotuksen Portti"
"18474",-6914,3540440602,"Devil Worshipper"
"18486",-6922,6633,"Last Chapter"
"18487",-6922,34,"Candlemass"
"18488",-6922,256,"Solitude Aeturnus"
"18489",-6922,494,"Tyrant"
"18490",-6922,102139,"Concept of God"
"18491",-6922,90150,"Solitude"
"18608",-6975,3540312850,"Pasadena Napalm Division"
"18609",-6975,5928,"D.R.I."
"18618",-6980,5928,"D.R.I."
"18637",-6984,5928,"D.R.I."
"18638",-6984,684,"Blind Illusion"
"18644",-6989,66195,"Denial Fiend"
"18645",-6989,3540427393,"The Power of Pain"
"18646",-6989,5928,"D.R.I."
"18655",-6997,3540269336,"Catatonic Atrocity"
"18656",-6997,32573,"Sarcophagy"
"18657",-6997,93024,"Purulent Infection"
"18658",-6997,99968,"Human Filleted"
"18659",-6997,212,"Gorgasm"
"18696",-7010,212,"Gorgasm"
"18697",-7010,99968,"Human Filleted"
"18698",-7010,32573,"Sarcophagy"
"18699",-7011,32573,"Sarcophagy"
"18700",-7011,212,"Gorgasm"
"18701",-7011,99968,"Human Filleted"
"18767",-7033,5928,"D.R.I."
"18794",-7042,3540373219,"Bat"
"18795",-7042,3540431289,"Krigblåst"
"18796",-7042,115374,"Condemned Unit"
"18797",-7042,103705,"Blunt Force Trauma"
"18798",-7042,1049,"M.O.D."
"18799",-7042,5928,"D.R.I."
"18821",-7049,67481,"House of Suffering"
"18822",-7049,66806,"L.A. Kaos"
"18823",-7049,15043,"Phantasm"
"18824",-7049,1617,"Hirax"
"18833",-7051,1617,"Hirax"
"18881",-7079,51708,"Subversion"
"18882",-7079,5882,"Piranha"
"18883",-7079,1617,"Hirax"
"18885",-7081,19842,"Biovore"
"18929",-7094,37038,"Once Dead"
"18930",-7094,3540418365,"Primal"
"18931",-7094,1617,"Hirax"
"18932",-7094,1196,"Viking"
"18933",-7094,1215,"Deliverance"
"18934",-7094,1221,"Heretic"
"18935",-7094,501,"Vengeance Rising"
"18936",-7094,1919,"Steel Vengeance"
"18951",-7097,50852,"Weapon 13"
"18952",-7097,66806,"L.A. Kaos"
"18953",-7097,30206,"Cold Blood"
"18954",-7097,1617,"Hirax"
"18962",-7104,101812,"Yigael's Wall"
"18963",-7104,4592,"Crematorium"
"18964",-7104,1617,"Hirax"
"18965",-7104,3540334846,"Raised by Wolves"
"18970",-7108,7585,"Raven Mad"
"18971",-7108,1871,"Ruthless"
"18972",-7108,2106,"Dreams of Damnation"
"18973",-7108,886,"New Eden"
"18974",-7108,1221,"Heretic"
"18975",-7108,1617,"Hirax"
"18976",-7108,11809,"Graphic Violence"
"18977",-7108,3540317626,"Maxxxwell Carlisle"
"18978",-7108,26608,"Anger as Art"
"18981",-7111,1617,"Hirax"
"18982",-7111,15043,"Phantasm"
"18983",-7111,30206,"Cold Blood"
"18984",-7111,50852,"Weapon 13"
"18985",-7111,66806,"L.A. Kaos"
"19021",-7130,3371,"Skinned"
"19022",-7130,3540261016,"Allegaeon"
"19023",-7131,1702,"Melvins"
"19031",-7135,32323,"Cryogen"
"19032",-7135,3540317912,"WretchedPain"
"19033",-7135,3540261016,"Allegaeon"
"19077",-7159,3540414196,"Scour"
"19078",-7159,3540411328,"God Enslavement"
"19079",-7159,3540356586,"Fulgora"
"19080",-7159,2417,"Misery Index"
"19081",-7159,799,"Pig Destroyer"
"19082",-7159,23535,"All Will Fall"
"19083",-7159,3540278895,"Asthma Castle"
"19084",-7159,58388,"Criminal Element"
"19171",-7187,119,"Suffocation"
"19172",-7188,119,"Suffocation"
"19173",-7188,4314,"Deprecated"
"19174",-7188,58388,"Criminal Element"
"19177",-7190,119,"Suffocation"
"19178",-7190,1117,"Internal Bleeding"
"19179",-7190,363,"Pyrexia"
"19182",-7192,58388,"Criminal Element"
"19183",-7192,326,"Disgorge"
"19184",-7192,45,"Dying Fetus"
"19185",-7192,119,"Suffocation"
"19186",-7192,829,"Deeds of Flesh"
"19187",-7192,916,"Decrepit Birth"
"19188",-7192,4314,"Deprecated"
"19196",-7196,119,"Suffocation"
"19197",-7196,3540325559,"Iniquitous"
"19198",-7196,3540320347,"Synesis Absorption"
"19199",-7196,3540425908,"Inverted Matter"
"19200",-7196,3540436554,"Voracious Scourge"
"19225",-7208,56641,"Social Disease"
"19226",-7208,55999,"Iron Lung"
"19227",-7208,119,"Suffocation"
"19228",-7208,363,"Pyrexia"
"19229",-7208,16171,"Welt"
"19235",-7210,3540335524,"Painful Quandary"
"19236",-7210,3540343163,"Coeur"
"19237",-7210,3540323143,"Entropy"
"19285",-7225,3540335524,"Painful Quandary"
"19286",-7225,3540445791,"Rotted Remains"
"19496",-7311,3540443505,"Carriage"
"19497",-7311,3540301551,"Possessor"
"19498",-7312,3540301551,"Possessor"
"19518",-7319,3540278755,"Axe Bitch"
"19519",-7319,3540301551,"Possessor"
"19550",-7326,99,"Black Sabbath"
"19551",-7326,163,"Dio"
"19552",-7326,19082,"Martiria"
"19553",-7326,5965,"WWIII"
"19554",-7326,99536,"Heaven & Hell"
"19555",-7326,91186,"Power Project"
"19556",-7326,3540406416,"Resurrection Kings"
"19557",-7326,3540406638,"Last in Line"
"19558",-7326,3540409705,"Serpent's Ride"
"19559",-7326,3540414947,"Dunsmuir"
"19560",-7326,43588,"Hear 'n Aid"
"19561",-7326,57564,"Minoru Niihara"
"19562",-7326,3540343538,"Kill Devil Hill"
"19627",-7350,5450,"The Black Dahlia Murder"
"19637",-7355,1283,"All That Remains"
"19638",-7355,5450,"The Black Dahlia Murder"
"19639",-7355,50677,"War Torn"
"19640",-7355,64047,"Mensrea"
"19641",-7355,3540412907,"Asphalt Graves"
"19642",-7355,3540418656,"Serpentine Dominion"
"19692",-7381,5058,"All Shall Perish"
"19693",-7381,1283,"All That Remains"
"19704",-7386,5058,"All Shall Perish"
"19705",-7386,3540296499,"End of All"
"19720",-7402,3540438651,"Satans Taint"
"19721",-7402,96853,"Cycle Sluts from Hell"
"19722",-7402,154,"Grip Inc."
"19723",-7402,168,"Overkill"
"19724",-7402,5739,"Skrew"
"19725",-7402,8906,"Response Negative"
"19726",-7402,12979,"I4NI"
"19735",-7409,168,"Overkill"
"19745",-7414,69259,"As Blood Runs Black"
"19746",-7415,69259,"As Blood Runs Black"
"19747",-7415,3540263948,"Gift of Prophecy"
"19760",-7418,69259,"As Blood Runs Black"
"19761",-7419,69259,"As Blood Runs Black"
"19843",-7461,3540301186,"Human Infection"
"19844",-7461,3540333788,"Carnal Deformity"
"19884",-7484,105,"Virgin Steele"
"19885",-7484,1836,"Exorcist"
"19886",-7484,14020,"Jack Starr's Burning Starr"
"19957",-7524,21740,"Enbilulugugal"
"19958",-7524,954,"Chernobog"
"19988",-7547,29977,"Hexen"
"19989",-7547,34891,"Merciless Death"
"19990",-7547,3540359459,"Temple of Dagon"
"19991",-7547,3540365022,"PxNxIxBxPx"
"19992",-7547,103496,"Dismantle"
"20021",-7559,34891,"Merciless Death"
"20119",-7600,3540343600,"Blessed Curse"
"20120",-7600,66983,"Devastator"
"20246",-7651,106461,"Dethklok"
"20247",-7651,3540345790,"Brendon Small"
"20248",-7652,7384,"Mullmuzzler"
"20249",-7654,7384,"Mullmuzzler"
"20250",-7654,1320,"Ephel Duath"
"20251",-7654,106461,"Dethklok"
"20252",-7654,3540345790,"Brendon Small"
"20253",-7654,3540311693,"James LaBrie"
"20410",-7722,3540307885,"Ritual Aeon"
"20411",-7722,3540309568,"Decay"
"20412",-7722,3540310052,"Manic Depressive"
"20414",-7724,7477,"Municipal Waste"
"20415",-7724,3540363260,"Iron Reagan"
"20419",-7727,84344,"Cannabis Corpse"
"20420",-7727,3540363260,"Iron Reagan"
"20421",-7727,7477,"Municipal Waste"
"20422",-7727,3540318839,"Volture"
"20455",-7740,3540309568,"Decay"
"20456",-7740,3540342751,"Revenant"
"20457",-7740,3540387497,"Boethiah"
"20458",-7740,3540358078,"Radiation Sickness"
"20498",-7750,9477,"Narsilion"
"20499",-7750,29161,"Immortal Avenger"
"20500",-7750,3540277981,"The Kris Norris Projekt"
"20545",-7773,51352,"DarkBlack"
"20546",-7773,3540409016,"Holy Grove"
"20616",-7800,5491,"Ritual"
"20617",-7800,3540358854,"Aylwin"
"20618",-7800,3540281057,"October Flame"
"20619",-7800,3540310052,"Manic Depressive"
"20685",-7835,75776,"Gravehill"
"20686",-7835,3540443494,"Stygian Crown"
"20687",-7835,339,"Morgion"
"20688",-7835,3707,"Crimson Relic"
"20689",-7835,50298,"Keen of the Crow"
"20721",-7845,23401,"Exmortus"
"20722",-7845,18486,"Rattlehead"
"20961",-7945,43588,"Hear 'n Aid"
"20966",-7948,43588,"Hear 'n Aid"
"20967",-7948,1709,"Quiet Riot"
"20968",-7950,43588,"Hear 'n Aid"
"20969",-7951,43588,"Hear 'n Aid"
"20970",-7951,1709,"Quiet Riot"
"20991",-7958,43588,"Hear 'n Aid"
"20992",-7958,16095,"Dokken"
"21007",-7962,3540269043,"Oliver Weers"
"21008",-7962,195,"Ozzy Osbourne"
"21009",-7962,203,"Motörhead"
"21010",-7962,1499,"Thin Lizzy"
"21011",-7962,1630,"M.A.R.S."
"21012",-7962,4252,"Vinnie Moore"
"21013",-7962,5953,"Patrick Rondat"
"21014",-7962,43588,"Hear 'n Aid"
"21016",-7964,3540317886,"Murder Construct"
"21017",-7964,3540328284,"Nader Sadek"
"21018",-7964,2840,"Cattle Decapitation"
"21019",-7964,82111,"5/5/2000"
"21020",-7964,3540399303,"Strangulation"
"21031",-7969,43588,"Hear 'n Aid"
"21032",-7969,195,"Ozzy Osbourne"
"21035",-7972,3540378653,"T&N"
"21036",-7972,16095,"Dokken"
"21037",-7972,43588,"Hear 'n Aid"
"21038",-7973,43588,"Hear 'n Aid"
"21056",-7980,43588,"Hear 'n Aid"
"21057",-7980,120913,"Psycho Squad"
"21058",-7980,13428,"Animal"
"21059",-7980,544,"W.A.S.P."
"21060",-7980,3540284042,"Sister"
"21061",-7981,3540283992,"London"
"21062",-7981,3540284042,"Sister"
"21063",-7981,43588,"Hear 'n Aid"
"21064",-7981,544,"W.A.S.P."
"21067",-7984,1025,"Mötley Crüe"
"21068",-7984,43588,"Hear 'n Aid"
"21069",-7985,43588,"Hear 'n Aid"
"21071",-7987,43588,"Hear 'n Aid"
"21072",-7987,57564,"Minoru Niihara"
"21073",-7987,3540430677,"Craig Goldy"
"21074",-7987,3540378653,"T&N"
"21075",-7987,91186,"Power Project"
"21076",-7987,163,"Dio"
"21077",-7987,16095,"Dokken"
"21085",-7990,1192,"Spinal Tap"
"21086",-7990,43588,"Hear 'n Aid"
"21100",-7994,1192,"Spinal Tap"
"21101",-7994,43588,"Hear 'n Aid"
"21107",-7997,43588,"Hear 'n Aid"
"21130",-8005,43588,"Hear 'n Aid"
"21131",-8005,1630,"M.A.R.S."
"21132",-8005,163,"Dio"
"21133",-8005,3540444464,"Dream Child"
"21134",-8005,3540406416,"Resurrection Kings"
"21135",-8005,3540430677,"Craig Goldy"
"21136",-8005,87891,"Craig Goldy's Ritual"
"21137",-8006,43588,"Hear 'n Aid"
"21138",-8006,58806,"Eddie Ojeda"
"21139",-8006,4975,"Twisted Sister"
"21148",-8011,195,"Ozzy Osbourne"
"21149",-8011,678,"Vicious Rumors"
"21150",-8011,43588,"Hear 'n Aid"
"21161",-8015,43588,"Hear 'n Aid"
"21168",-8020,43588,"Hear 'n Aid"
"21169",-8020,3540378653,"T&N"
"21170",-8020,16095,"Dokken"
"21192",-8032,43588,"Hear 'n Aid"
"21194",-8034,1025,"Mötley Crüe"
"21195",-8034,43588,"Hear 'n Aid"
"21199",-8038,44905,"Twilight"
"21200",-8038,53338,"Old Man Gloom"
"21201",-8038,3540438866,"Sumac"
"21202",-8038,4844,"Isis"
